        sku,store_view_code,attribute_set,type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_skus,bundle_options,configurable_variations,configurable_variation_labels,associated_skus
G232-Buffer-vin,,Default,bundle,Default Category,base,G232-Buffername,,,,1,Taxable Goods,"Catalog, Search",99999,30,g232-buffername,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-7B:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G233-vin,,Real Time PCR,bundle,Default Category,base,OneScript&reg; cDNA Synthesis Kit,,,,1,Taxable Goods,"Catalog, Search",50.00,30,onescript&reg; cdna synthesis kit,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-1A:1:0:0:1:0:0;component1:RT-3A:1:0:1:1:0:0;component2:RT-4A:1:0:2:1:0:0;component3:RT-5A:1:0:3:1:0:0;component4:RT-6A:1:0:4:1:0:0;component5:RT-7A:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6,,,
G234-vin,,Real Time PCR,bundle,Default Category,base,OneScript&reg; cDNA Synthesis Kit,,,,1,Taxable Goods,"Catalog, Search",115.00,30,onescript&reg; cdna synthesis kit,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-1B:1:0:0:1:0:0;component1:RT-3B:1:0:1:1:0:0;component2:RT-4B:1:0:2:1:0:0;component3:RT-5B:1:0:3:1:0:0;component4:RT-6B:1:0:4:1:0:0;component5:RT-7B:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6,,,
G235-vin,,Real Time PCR,bundle,Default Category,base,OneScript&reg; Plus cDNA Synthesis Kit,,,,1,Taxable Goods,"Catalog, Search",60.00,30,onescript&reg; plus cdna synthesis kit,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-2A:1:0:0:1:0:0;component1:RT-3A:1:0:1:1:0:0;component2:RT-4A:1:0:2:1:0:0;component3:RT-5A:1:0:3:1:0:0;component4:RT-6A:1:0:4:1:0:0;component5:RT-7A:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6,,,
G236-vin,,Real Time PCR,bundle,Default Category,base,OneScript&reg; Plus cDNA Synthesis Kit,,,,1,Taxable Goods,"Catalog, Search",150.00,30,onescript&reg; plus cdna synthesis kit,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-2B:1:0:0:1:0:0;component1:RT-3B:1:0:1:1:0:0;component2:RT-4B:1:0:2:1:0:0;component3:RT-5B:1:0:3:1:0:0;component4:RT-6B:1:0:4:1:0:0;component5:RT-7B:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6,,,
G237-vin,,Real Time PCR,bundle,Default Category,base,OneScript&reg; Plus Reverse Transcriptase (PCR),,,,1,Taxable Goods,"Catalog, Search",120.00,30,onescript&reg; plus reverse transcriptase (pcr),,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-2B:1:0:0:1:0:0;component1:RT-7B:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
G238-vin,,Cell Biology Reagents and Stem Cell Media,bundle,Default Category,base,G238name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g238name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G238-1:1:0:0:1:0:0;component1:G238-2:1:0:1:1:0:0;component2:G238-3:1:0:2:1:0:0;component3:RT-0:1:0:3:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,,,
G261-vin,,Antibiotics,bundle,Default Category,base,G261name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g261name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G261-1:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G262-vin,,Antibiotics,bundle,Default Category,base,G262name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g262name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G262-1:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G263-vin,,Antibiotics,bundle,Default Category,base,G263name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g263name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G262-1:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G269-vin,,miRNA Synthesis Kit,bundle,Default Category,base,G269name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g269name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-1A:1:0:0:1:0:0;component1:RT-5A:1:0:1:1:0:0;component2:RT-6A:1:0:2:1:0:0;component3:RT-7A:1:0:3:1:0:0;component4:RT-9A:1:0:4:1:0:0;component5:RT-0:1:0:5:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5,,,
G270-vin,,miRNA Synthesis Kit,bundle,Default Category,base,G270name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g270name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-1B:1:0:0:1:0:0;component1:RT-5B:1:0:1:1:0:0;component2:RT-6B:1:0:2:1:0:0;component3:RT-7B:1:0:3:1:0:0;component4:RT-9B:1:0:4:1:0:0;component5:RT-0:1:0:5:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5,,,
G277-vin,,DNA Polymerases,bundle,Default Category,base,TaqFast DNA Polymerase (PCR),,,,1,Taxable Goods,"Catalog, Search",25.00,30,taqfast dna polymerase (pcr),,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G277-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part03:1:0:2:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,,,
G278-vin,,DNA Polymerases,bundle,Default Category,base,TaqFast DNA Polymerase (PCR),,,,1,Taxable Goods,"Catalog, Search",90.00,30,taqfast dna polymerase (pcr),,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G278-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part03:1:0:2:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,,,
G280-vin,,DNA Polymerases,bundle,Default Category,base,2X PCR TaqFast MasterMix,,,,1,Taxable Goods,"Catalog, Search",90.00,30,2x pcr taqfast mastermix,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G464-1:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G280-Dye-vin,,DNA Polymerases,bundle,Default Category,base,2X PCR TaqFast MasterMix with dye,,,,1,Taxable Goods,"Catalog, Search",90.00,30,2x pcr taqfast mastermix with dye,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G464-Dye-1:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G281-vin,,Real Time PCR,bundle,Default Category,base,OneScript&reg; Two-Step RT-PCR Kit,,,,1,Taxable Goods,"Catalog, Search",55.00,30,onescript&reg; two-step rt-pcr kit,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-1A:1:0:0:1:0:0;component1:RT-8A:1:0:1:1:0:0;component2:G014-1:1:0:2:1:0:0;component3:RT-0:1:0:3:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,,,
G282-vin,,Real Time PCR,bundle,Default Category,base,OneScript&reg; Two-Step RT-PCR Kit,,,,1,Taxable Goods,"Catalog, Search",135.00,30,onescript&reg; two-step rt-pcr kit,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-1B:1:0:0:1:0:0;component1:RT-8B:1:0:1:1:0:0;component2:G014-1:1:0:2:1:0:0;component3:RT-0:1:0:3:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,,,
G283-vin,,Real Time PCR,bundle,Default Category,base,OneScript&reg; Plus Two-Step RT-PCR Kit,,,,1,Taxable Goods,"Catalog, Search",65.00,30,onescript&reg; plus two-step rt-pcr kit,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-2A:1:0:0:1:0:0;component1:RT-8A:1:0:1:1:0:0;component2:G014-1:1:0:2:1:0:0;component3:RT-0:1:0:3:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,,,
G284-vin,,Real Time PCR,bundle,Default Category,base,OneScript&reg; Plus Two-Step RT-PCR Kit,,,,1,Taxable Goods,"Catalog, Search",170.00,30,onescript&reg; plus two-step rt-pcr kit,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-2B:1:0:0:1:0:0;component1:RT-8B:1:0:1:1:0:0;component2:G014-1:1:0:2:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,,,
G285-vin,,Cell Biology Reagents and Stem Cell Media,bundle,Default Category,base,G285name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g285name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G285-1:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G286-vin,,Stem Cell Characterization Kits,bundle,Default Category,base,G286name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g286name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G286-1:1:0:0:1:0:0;component1:G464-Dye-1:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
G287-vin,,Cell Biology Reagents and Stem Cell Media,bundle,Default Category,base,G287name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g287name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G287-1:1:0:0:1:0:0;component1:G287-2:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
G398-vin,,Cell Biology Reagents and Stem Cell Media,bundle,Default Category,base,G398name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g398name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G398-1:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G451-vin,,Real Time PCR,bundle,Default Category,base,OneScript&reg; cDNA Synthesis SuperMix,,,,1,Taxable Goods,"Catalog, Search",50.00,30,onescript&reg; cdna synthesis supermix,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-1A:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0;component2:RT-8A:1:0:2:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,,,
G452-vin,,Real Time PCR,bundle,Default Category,base,OneScript&reg; cDNA Synthesis SuperMix,,,,1,Taxable Goods,"Catalog, Search",115.00,30,onescript&reg; cdna synthesis supermix,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-1B:1:0:0:1:0:0;component1:RT-8B:1:0:1:1:0:0;component2:RT-0:1:0:2:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,,,
G453-vin,,Real Time PCR,bundle,Default Category,base,OneScript&reg; Plus cDNA Synthesis SuperMix,,,,1,Taxable Goods,"Catalog, Search",60.00,30,onescript&reg; plus cdna synthesis supermix,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-2A:1:0:0:1:0:0;component1:RT-8A:1:0:1:1:0:0;component2:RT-0:1:0:2:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,,,
G454-vin,,Real Time PCR,bundle,Default Category,base,OneScript&reg; Plus cDNA Synthesis SuperMix,,,,1,Taxable Goods,"Catalog, Search",150.00,30,onescript&reg; plus cdna synthesis supermix,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:RT-2B:1:0:0:1:0:0;component1:RT-8B:1:0:1:1:0:0;component2:RT-0:1:0:2:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,,,
G456-vin,,DNA Polymerases,bundle,Default Category,base,Bestaq&trade; DNA Polymerase (PCR),,,,1,Taxable Goods,"Catalog, Search",40.00,30,bestaq&trade; dna polymerase (pcr),,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G456-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part03:1:0:2:1:0:0;component3:Part04:1:0:3:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,,,
G457-vin,,DNA Polymerases,bundle,Default Category,base,Bestaq&trade; DNA Polymerase (PCR),,,,1,Taxable Goods,"Catalog, Search",115.00,30,bestaq&trade; dna polymerase (pcr),,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G457-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part03:1:0:2:1:0:0;component3:Part04:1:0:3:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,,,
G460-vin,,DNA Polymerases,bundle,Default Category,base,Long-Range DNA Polymerase (PCR),,,,1,Taxable Goods,"Catalog, Search",30.00,30,long-range dna polymerase (pcr),,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G456-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part03:1:0:2:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,,,
G461-vin,,DNA Polymerases,bundle,Default Category,base,Long-Range DNA Polymerase (PCR),,,,1,Taxable Goods,"Catalog, Search",110.00,30,long-range dna polymerase (pcr),,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G457-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part03:1:0:2:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,,,
G462-vin,,DNA Polymerases,bundle,Default Category,base,Bloodirect DNA Polymerase (PCR),,,,1,Taxable Goods,"Catalog, Search",12.00,30,bloodirect dna polymerase (pcr),,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G462-1:1:0:0:1:0:0;component1:Part05:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
G463-vin,,DNA Polymerases,bundle,Default Category,base,Bloodirect DNA Polymerase (PCR),,,,1,Taxable Goods,"Catalog, Search",40.00,30,bloodirect dna polymerase (pcr),,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G463-1:1:0:0:1:0:0;component1:Part05:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
G464-vin,,DNA Polymerases,bundle,Default Category,base,2X PCR Bestaq&trade; MasterMix,,,,1,Taxable Goods,"Catalog, Search",115.00,30,2x pcr bestaq&trade; mastermix,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G464-1:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G464-Dye-vin,,DNA Polymerases,bundle,Default Category,base,2X PCR Bestaq&trade; MasterMix with dye,,,,1,Taxable Goods,"Catalog, Search",115.00,30,2x pcr bestaq&trade; mastermix with dye,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G464-Dye-1:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G465-vin,,DNA Polymerases,bundle,Default Category,base,Bloodirect 2X PCR MasterMix,,,,1,Taxable Goods,"Catalog, Search",95.00,30,bloodirect 2x pcr mastermix,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G465-1:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G466-1mg-vin,,Antibody,bundle,Default Category,base,G466-1mgname,,,,1,Taxable Goods,"Catalog, Search",99999,30,g466-1mgname,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G466-1000:1:0:0:1:0:0;,-*;component0:cname:checkbox:1:0,,,
G467-vin,,Enzymes,bundle,Default Category,base,G467name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g467name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G467-1:1:0:0:1:0:0;component1:G467-Buffer:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
G469-vin,,Enzymes,bundle,Default Category,base,G469name,,,,1,Taxable Goods,"Catalog, Search",99999,30,g469name,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:G469-2:1:0:0:1:0:0;component1:G469-1:1:0:1:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,,,
G471-iC-vin,,Lyssa_Test_2_qpcr,bundle,Default Category,base,One-Step BrightGreen qRT-PCR-iCycler,,,,1,Taxable Goods,"Catalog, Search",115.00,30,one-step brightgreen qrt-pcr-icycler,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:MasterMix-iC-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0;component2:RT-13:1:0:2:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,,,
G471-LR-vin,,Lyssa_Test_2_qpcr,bundle,Default Category,base,One-Step BrightGreen qRT-PCR-Low ROX,,,,1,Taxable Goods,"Catalog, Search",115.00,30,one-step brightgreen qrt-pcr-low rox,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:MasterMix-LR-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0;component2:RT-13:1:0:2:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,,,
G471-R-vin,,Lyssa_Test_2_qpcr,bundle,Default Category,base,One-Step BrightGreen qRT-PCR-ROX,,,,1,Taxable Goods,"Catalog, Search",115.00,30,one-step brightgreen qrt-pcr-rox,,,,,,,,,,,,,,Block after Info Column,,,,Use config,,,,,,,,,,0,0,1,0,1,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,dynamic,dynamic,Price range,dynamic,component0:MasterMix-R-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0;component2:RT-13:1:0:2:1:0:0;,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,,,
