sku,attribute_set,type,bundle_options,bundle_skus,categories,name,price
G234-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6,component0:RT-1B:1:0:0:1:0:0;component1:RT-3B:1:0:1:1:0:0;component2:RT-4B:1:0:2:1:0:0;component3:RT-5B:1:0:3:1:0:0;component4:RT-6B:1:0:4:1:0:0;component5:RT-7B:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0,Default Category,OneScript&reg; cDNA Synthesis Kit,115.00
G235-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6,component0:RT-2A:1:0:0:1:0:0;component1:RT-3A:1:0:1:1:0:0;component2:RT-4A:1:0:2:1:0:0;component3:RT-5A:1:0:3:1:0:0;component4:RT-6A:1:0:4:1:0:0;component5:RT-7A:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0,Default Category,OneScript&reg; Plus cDNA Synthesis Kit,60.00
G236-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6,component0:RT-2B:1:0:0:1:0:0;component1:RT-3B:1:0:1:1:0:0;component2:RT-4B:1:0:2:1:0:0;component3:RT-5B:1:0:3:1:0:0;component4:RT-6B:1:0:4:1:0:0;component5:RT-7B:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0,Default Category,OneScript&reg; Plus cDNA Synthesis Kit,150.00
G237-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:RT-2B:1:0:0:1:0:0;component1:RT-7B:1:0:1:1:0:0,Default Category,OneScript&reg; Plus Reverse Transcriptase (PCR),120.00
G238-vin,Cell Biology Reagents and Stem Cell Media,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,component0:G238-1:1:0:0:1:0:0;component1:G238-2:1:0:1:1:0:0;component2:G238-3:1:0:2:1:0:0;component3:RT-0:1:0:3:1:0:0,Default Category,G238name,99999
G261-vin,Antibiotics,bundle,-*;component0:cname:checkbox:1:0,component0:G261-1:1:0:0:1:0:0,Default Category,G261name,99999
G262-vin,Antibiotics,bundle,-*;component0:cname:checkbox:1:0,component0:G262-1:1:0:0:1:0:0,Default Category,G262name,99999
G263-vin,Antibiotics,bundle,-*;component0:cname:checkbox:1:0,component0:G262-1:1:0:0:1:0:0,Default Category,G263name,99999
G269-vin,miRNA Synthesis Kit,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5,component0:RT-1A:1:0:0:1:0:0;component1:RT-5A:1:0:1:1:0:0;component2:RT-6A:1:0:2:1:0:0;component3:RT-7A:1:0:3:1:0:0;component4:RT-9A:1:0:4:1:0:0;component5:RT-0:1:0:5:1:0:0,Default Category,G269name,99999
G270-vin,miRNA Synthesis Kit,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5,component0:RT-1B:1:0:0:1:0:0;component1:RT-5B:1:0:1:1:0:0;component2:RT-6B:1:0:2:1:0:0;component3:RT-7B:1:0:3:1:0:0;component4:RT-9B:1:0:4:1:0:0;component5:RT-0:1:0:5:1:0:0,Default Category,G270name,99999
G277-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G277-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part03:1:0:2:1:0:0,Default Category,TaqFast DNA Polymerase (PCR),25.00
G278-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G278-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part03:1:0:2:1:0:0,Default Category,TaqFast DNA Polymerase (PCR),90.00
G280-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G464-1:1:0:0:1:0:0,Default Category,2X PCR TaqFast MasterMix,90.00
G280-Dye-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G464-Dye-1:1:0:0:1:0:0,Default Category,2X PCR TaqFast MasterMix with dye,90.00
G281-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,component0:RT-1A:1:0:0:1:0:0;component1:RT-8A:1:0:1:1:0:0;component2:G014-1:1:0:2:1:0:0;component3:RT-0:1:0:3:1:0:0,Default Category,OneScript&reg; Two-Step RT-PCR Kit,55.00
G282-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,component0:RT-1B:1:0:0:1:0:0;component1:RT-8B:1:0:1:1:0:0;component2:G014-1:1:0:2:1:0:0;component3:RT-0:1:0:3:1:0:0,Default Category,OneScript&reg; Two-Step RT-PCR Kit,135.00
G283-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,component0:RT-2A:1:0:0:1:0:0;component1:RT-8A:1:0:1:1:0:0;component2:G014-1:1:0:2:1:0:0;component3:RT-0:1:0:3:1:0:0,Default Category,OneScript&reg; Plus Two-Step RT-PCR Kit,65.00
G284-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:RT-2B:1:0:0:1:0:0;component1:RT-8B:1:0:1:1:0:0;component2:G014-1:1:0:2:1:0:0,Default Category,OneScript&reg; Plus Two-Step RT-PCR Kit,170.00
G285-vin,Cell Biology Reagents and Stem Cell Media,bundle,-*;component0:cname:checkbox:1:0,component0:G285-1:1:0:0:1:0:0,Default Category,G285name,99999
G286-vin,Stem Cell Characterization Kits,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:G286-1:1:0:0:1:0:0;component1:G464-Dye-1:1:0:1:1:0:0,Default Category,G286name,99999
G287-vin,Cell Biology Reagents and Stem Cell Media,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:G287-1:1:0:0:1:0:0;component1:G287-2:1:0:1:1:0:0,Default Category,G287name,99999
G398-vin,Cell Biology Reagents and Stem Cell Media,bundle,-*;component0:cname:checkbox:1:0,component0:G398-1:1:0:0:1:0:0,Default Category,G398name,99999
G451-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:RT-1A:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0;component2:RT-8A:1:0:2:1:0:0,Default Category,OneScript&reg; cDNA Synthesis SuperMix,50.00
G452-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:RT-1B:1:0:0:1:0:0;component1:RT-8B:1:0:1:1:0:0;component2:RT-0:1:0:2:1:0:0,Default Category,OneScript&reg; cDNA Synthesis SuperMix,115.00
G453-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:RT-2A:1:0:0:1:0:0;component1:RT-8A:1:0:1:1:0:0;component2:RT-0:1:0:2:1:0:0,Default Category,OneScript&reg; Plus cDNA Synthesis SuperMix,60.00
G454-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:RT-2B:1:0:0:1:0:0;component1:RT-8B:1:0:1:1:0:0;component2:RT-0:1:0:2:1:0:0,Default Category,OneScript&reg; Plus cDNA Synthesis SuperMix,150.00
G456-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,component0:G456-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part03:1:0:2:1:0:0;component3:Part04:1:0:3:1:0:0,Default Category,Bestaq&trade; DNA Polymerase (PCR),40.00
G457-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,component0:G457-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part03:1:0:2:1:0:0;component3:Part04:1:0:3:1:0:0,Default Category,Bestaq&trade; DNA Polymerase (PCR),115.00
G460-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G456-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part03:1:0:2:1:0:0,Default Category,Long-Range DNA Polymerase (PCR),30.00
G461-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G457-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part03:1:0:2:1:0:0,Default Category,Long-Range DNA Polymerase (PCR),110.00
G462-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:G462-1:1:0:0:1:0:0;component1:Part05:1:0:1:1:0:0,Default Category,Bloodirect DNA Polymerase (PCR),12.00
G463-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:G463-1:1:0:0:1:0:0;component1:Part05:1:0:1:1:0:0,Default Category,Bloodirect DNA Polymerase (PCR),40.00
G464-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G464-1:1:0:0:1:0:0,Default Category,2X PCR Bestaq&trade; MasterMix,115.00
G464-Dye-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G464-Dye-1:1:0:0:1:0:0,Default Category,2X PCR Bestaq&trade; MasterMix with dye,115.00
G465-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G465-1:1:0:0:1:0:0,Default Category,Bloodirect 2X PCR MasterMix,95.00
G466-1mg-vin,Antibody,bundle,-*;component0:cname:checkbox:1:0,component0:G466-1000:1:0:0:1:0:0,Default Category,G466-1mgname,99999
G467-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:G467-1:1:0:0:1:0:0;component1:G467-Buffer:1:0:1:1:0:0,Default Category,G467name,99999
G469-vin,Enzymes,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:G469-2:1:0:0:1:0:0;component1:G469-1:1:0:1:1:0:0,Default Category,G469name,99999
G471-iC-vin,Lyssa_Test_2_qpcr,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:MasterMix-iC-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0;component2:RT-13:1:0:2:1:0:0,Default Category,One-Step BrightGreen qRT-PCR-iCycler,115.00
G471-LR-vin,Lyssa_Test_2_qpcr,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:MasterMix-LR-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0;component2:RT-13:1:0:2:1:0:0,Default Category,One-Step BrightGreen qRT-PCR-Low ROX,115.00
G471-R-vin,Lyssa_Test_2_qpcr,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:MasterMix-R-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0;component2:RT-13:1:0:2:1:0:0,Default Category,One-Step BrightGreen qRT-PCR-ROX,115.00
G471-S-vin,Lyssa_Test_2_qpcr,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:MasterMix-S-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0;component2:RT-13:1:0:2:1:0:0,Default Category,One-Step BrightGreen qRT-PCR-No Dye,115.00
G472-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G472-1:1:0:0:1:0:0,Default Category,Safe-Green&trade; 2X PCR Taq MasterMix,60.00
G475-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4,component0:E007-1:1:0:0:1:0:0;component1:G469-1:1:0:1:1:0:0;component2:E018-1:1:0:2:1:0:0;component3:RT-5A:1:0:3:1:0:0;component4:RT-12:1:0:4:1:0:0,Default Category,Second Strand cDNA Synthesis Kit-dNTP based,360.00
G476-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4,component0:E007-1:1:0:0:1:0:0;component1:G469-1:1:0:1:1:0:0;component2:E018-1:1:0:2:1:0:0;component3:RT-14:1:0:3:1:0:0;component4:RT-12:1:0:4:1:0:0,Default Category,Second-Strand cDNA Synthesis Kit-dNTP/dUTP based,455.00
G478-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G478-1:1:0:0:1:0:0,Default Category,Safe-Green&trade; 2X PCR Bestaq&trade; MasterMix,135.00
G485-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:G485-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0,Default Category,5X All-In-One RT MasterMix,25.00
G486-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:G486-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0,Default Category,5X All-In-One RT MasterMix,85.00
G487-vin,DNA RNA Cleaning,bundle,-*;component0:cname:checkbox:1:0,component0:G487-1:1:0:0:1:0:0,Default Category,G487name,99999
G488-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:G488-1:1:0:0:1:0:0;component1:G488-2:1:0:1:1:0:0,Default Category,AccuRT Genomic DNA Removal Kit,35.00
G489-vin,DNA RNA Cleaning,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:G487-1:1:0:0:1:0:0;component1:G489-1:1:0:1:1:0:0,Default Category,G489name,99999
G490-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:G490-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0,Default Category,5X All-In-One RT MasterMix,140.00
G491-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7;component8:cname:checkbox:1:8,component0:G488-1:1:0:0:1:0:0;component1:G488-2:1:0:1:1:0:0;component2:RT-1B:1:0:2:1:0:0;component3:RT-3B:1:0:3:1:0:0;component4:RT-4B:1:0:4:1:0:0;component5:RT-5B:1:0:5:1:0:0;component6:RT-6B:1:0:6:1:0:0;component7:RT-7B:1:0:7:1:0:0;component8:RT-0:1:0:8:1:0:0,Default Category,OneScript&reg; cDNA Synthesis Kit (with AccuRT Genomic DNA Removal Kit),140.00
G492-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,component0:G488-1:1:0:0:1:0:0;component1:G488-2:1:0:1:1:0:0;component2:G490-1:1:0:2:1:0:0;component3:RT-0:1:0:3:1:0:0,Default Category,5X All-In-One RT MasterMix (with AccuRT Genomic DNA Removal Kit),160.00
G493-P-vin,Lyssa_Test_2_qpcr,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G493-P-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0;component2:RT-13:1:0:2:1:0:0,Default Category,One-Step TaqProbe qRT-PCR-ROX,115.00
G493-PC-vin,Lyssa_Test_2_qpcr,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G493-PC-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0;component2:RT-13:1:0:2:1:0:0,Default Category,One-Step TaqProbe qRT-PCR-iCycler,115.00
G493-PL-vin,Lyssa_Test_2_qpcr,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G493-PL-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0;component2:RT-13:1:0:2:1:0:0,Default Category,One-Step TaqProbe qRT-PCR-Low ROX,115.00
G493-PS-vin,Lyssa_Test_2_qpcr,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G493-PS-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0;component2:RT-13:1:0:2:1:0:0,Default Category,One-Step TaqProbe qRT-PCR-No Dye,115.00
G497-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G497-1:1:0:0:1:0:0,Default Category,Kodaq 2X PCR MasterMix,115.00
G497-Dye-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G497-Dye-1:1:0:0:1:0:0,Default Category,Kodaq 2X PCR MasterMix with dye,115.00
G498-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G498-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part06:1:0:2:1:0:0,Default Category,Kodaq DNA Polymerase,40.00
G499-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2,component0:G499-1:1:0:0:1:0:0;component1:Part02:1:0:1:1:0:0;component2:Part06:1:0:2:1:0:0,Default Category,Kodaq DNA Polymerase,115.00
G590-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1,component0:G490-1:1:0:0:1:0:0;component1:RT-0:1:0:1:1:0:0,Default Category,5X All-In-One RT MasterMix,625.00
G627-vin,Default,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7,component0:E049-1:1:0:0:1:0:0;component1:E049-2:1:0:1:1:0:0;component2:RT-2A:1:0:2:1:0:0;component3:RT-4A:1:0:3:1:0:0;component4:RT-5A:1:0:4:1:0:0;component5:RT-6A:1:0:5:1:0:0;component6:RT-7A:1:0:6:1:0:0;component7:RT-0:1:0:7:1:0:0,Default Category,circRNA cDNA Synthesis Kit,275.00
G900-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G013-1:1:0:0:1:0:0,Default Category,2X PCR Taq MasterMix,165.00
G900-dye-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G013-Dye-1:1:0:0:1:0:0,Default Category,2X PCR Taq MasterMix with dye,165.00
G901-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G014-1:1:0:0:1:0:0,Default Category,2X PCR Taq Plus MasterMix,265.00
G901-dye-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G014-dye-1:1:0:0:1:0:0,Default Category,2X PCR Taq Plus MasterMix with dye,265.00
G902-vin,miRNA Synthesis Kit,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7;component8:cname:checkbox:1:8,component0:E017-1A:1:0:0:1:0:0;component1:E017-2A:1:0:1:1:0:0;component2:E017-3AB:1:0:2:1:0:0;component3:E017-4A:1:0:3:1:0:0;component4:RT-1A:1:0:4:1:0:0;component5:RT-5A:1:0:5:1:0:0;component6:RT-7A:1:0:6:1:0:0;component7:RT-9A:1:0:7:1:0:0;component8:RT-0:1:0:8:1:0:0,Default Category,G902name,99999
G903-vin,miRNA Synthesis Kit,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7;component8:cname:checkbox:1:8,component0:E017-1B:1:0:0:1:0:0;component1:E017-2B:1:0:1:1:0:0;component2:E017-3AB:1:0:2:1:0:0;component3:E017-4B:1:0:3:1:0:0;component4:RT-1B:1:0:4:1:0:0;component5:RT-5B:1:0:5:1:0:0;component6:RT-7B:1:0:6:1:0:0;component7:RT-9B:1:0:7:1:0:0;component8:RT-0:1:0:8:1:0:0,Default Category,G903name,99999
G904-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7;component8:cname:checkbox:1:8;component9:cname:checkbox:1:9;component10:cname:checkbox:1:10;component11:cname:checkbox:1:11;component12:cname:checkbox:1:12;component13:cname:checkbox:1:13;component14:cname:checkbox:1:14,component0:RT-2A:1:0:0:1:0:0;component1:RT-15A:1:0:1:1:0:0;component2:RT-4A:1:0:2:1:0:0;component3:RT-5A:1:0:3:1:0:0;component4:RT-6A:1:0:4:1:0:0;component5:RT-7A:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0;component7:RT-16A:1:0:7:1:0:0;component8:RT-17A:1:0:8:1:0:0;component9:RT-18A:1:0:9:1:0:0;component10:RT-19A:1:0:10:1:0:0;component11:E017-1A:1:0:11:1:0:0;component12:E017-2A:1:0:12:1:0:0;component13:E017-3AB:1:0:13:1:0:0;component14:E017-4A:1:0:14:1:0:0,Default Category,Total-Transcriptome cDNA Synthesis Kit,185.00
G905-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6;component7:cname:checkbox:1:7;component8:cname:checkbox:1:8;component9:cname:checkbox:1:9;component10:cname:checkbox:1:10;component11:cname:checkbox:1:11;component12:cname:checkbox:1:12;component13:cname:checkbox:1:13;component14:cname:checkbox:1:14,component0:RT-2B:1:0:0:1:0:0;component1:RT-15B:1:0:1:1:0:0;component2:RT-4B:1:0:2:1:0:0;component3:RT-5B:1:0:3:1:0:0;component4:RT-6B:1:0:4:1:0:0;component5:RT-7B:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0;component7:RT-16B:1:0:7:1:0:0;component8:RT-17B:1:0:8:1:0:0;component9:RT-18B:1:0:9:1:0:0;component10:RT-19B:1:0:10:1:0:0;component11:E017-1B:1:0:11:1:0:0;component12:E017-2B:1:0:12:1:0:0;component13:E017-3AB:1:0:13:1:0:0;component14:E017-4B:1:0:14:1:0:0,Default Category,Total-Transcriptome cDNA Synthesis Kit,525.00
G906-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G906-1:1:0:0:1:0:0,Default Category,2X PCR HotStart MasterMix,115.00
G906-dye-vin,DNA Polymerases,bundle,-*;component0:cname:checkbox:1:0,component0:G906-dye-1:1:0:0:1:0:0,Default Category,2X PCR HotStart MasterMix with dye,115.00
G915-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3,component0:G915-1:1:0:0:1:0:0;component1:G915-2:1:0:1:1:0:0;component2:G915-3:1:0:2:1:0:0;component3:G915-4:1:0:3:1:0:0,Default Category,ExCellenCT Lysis Kit,45.00
G916-vin,Real Time PCR,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5,component0:G490-1:1:0:0:1:0:0;component1:G915-1:1:0:1:1:0:0;component2:G915-2:1:0:2:1:0:0;component3:G915-3:1:0:3:1:0:0;component4:G915-4:1:0:4:1:0:0;component5:RT-0:1:0:5:1:0:0,Default Category,5X All-In-One RT MasterMix (with ExCellenCT Lysis Kit),170.00
G917-iC-vin,Lyssa_Test_2_qpcr,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6,component0:G915-1:1:0:0:1:0:0;component1:G915-2:1:0:1:1:0:0;component2:G915-3:1:0:2:1:0:0;component3:G915-4:1:0:3:1:0:0;component4:Mastermix-iC-1:1:0:4:1:0:0;component5:RT-13:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0,Default Category,ExCellenCT One-Step BrightGreen qRT-PCR-iCycler,135.00
G917-LR-vin,Lyssa_Test_2_qpcr,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6,component0:G915-1:1:0:0:1:0:0;component1:G915-2:1:0:1:1:0:0;component2:G915-3:1:0:2:1:0:0;component3:G915-4:1:0:3:1:0:0;component4:Mastermix-LR-1:1:0:4:1:0:0;component5:RT-13:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0,Default Category,ExCellenCT One-Step BrightGreen qRT-PCR-Low ROX,135.00
G917-R-vin,Lyssa_Test_2_qpcr,bundle,-*;component0:cname:checkbox:1:0;component1:cname:checkbox:1:1;component2:cname:checkbox:1:2;component3:cname:checkbox:1:3;component4:cname:checkbox:1:4;component5:cname:checkbox:1:5;component6:cname:checkbox:1:6,component0:G915-1:1:0:0:1:0:0;component1:G915-2:1:0:1:1:0:0;component2:G915-3:1:0:2:1:0:0;component3:G915-4:1:0:3:1:0:0;component4:Mastermix-R-1:1:0:4:1:0:0;component5:RT-13:1:0:5:1:0:0;component6:RT-0:1:0:6:1:0:0,Default Category,ExCellenCT One-Step BrightGreen qRT-PCR-ROX,135.00
