sku,attribute_set,type,name,price,sterility,appearance_general,storage_condition,caution,qty,visibility,categories,product_websites,simples_skus,configurable_attributes,is_in_stock,description,url_key
TM4939,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4939,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4939-cell-line-tm4939
TM4938,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4938,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4938-cell-line-tm4938
TM4937,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4937,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4937-cell-line-tm4937
TM4936,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4936,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4936-cell-line-tm4936
TM4935,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4935,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4935-cell-line-tm4935
TM4934,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4934,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4934-cell-line-tm4934
TM4933,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4933,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4933-cell-line-tm4933
TM4930,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4930,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4930-cell-line-tm4930
TM4931,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4931,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4931-cell-line-tm4931
TM4932,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4932,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4932-cell-line-tm4932
TM4922,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4922,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4922-cell-line-tm4922
TM4910,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4910,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4910-cell-line-tm4910
TM4911,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4911,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4911-cell-line-tm4911
TM4912,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4912,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4912-cell-line-tm4912
TM4913,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4913,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4913-cell-line-tm4913
TM4914,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4914,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4914-cell-line-tm4914
TM4920,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4920,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4920-cell-line-tm4920
TM4921,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4921,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4921-cell-line-tm4921
TM4900,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4900,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4900-cell-line-tm4900
TM4891,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4891,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4891-cell-line-tm4891
TM4890,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4890,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4890-cell-line-tm4890
TM4883,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4883,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4883-cell-line-tm4883
TM4881,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4881,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4881-cell-line-tm4881
TM4882,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4882,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4882-cell-line-tm4882
TM4880,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4880,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4880-cell-line-tm4880
TM4873,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4873,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4873-cell-line-tm4873
TM4874,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4874,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4874-cell-line-tm4874
TM4872,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4872,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4872-cell-line-tm4872
TM4863,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4863,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4863-cell-line-tm4863
TM4870,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4870,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4870-cell-line-tm4870
TM4871,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4871,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4871-cell-line-tm4871
TM4860,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4860,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4860-cell-line-tm4860
TM4861,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4861,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4861-cell-line-tm4861
TM4862,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4862,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4862-cell-line-tm4862
TM4842,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4842,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4842-cell-line-tm4842
TM4843,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4843,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4843-cell-line-tm4843
TM4850,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4850,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4850-cell-line-tm4850
TM4851,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4851,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4851-cell-line-tm4851
TM4840,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4840,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4840-cell-line-tm4840
TM4841,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4841,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4841-cell-line-tm4841
TM4835,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4835,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4835-cell-line-tm4835
TM4833,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4833,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4833-cell-line-tm4833
TM4834,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4834,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4834-cell-line-tm4834
TM4831,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4831,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4831-cell-line-tm4831
TM4832,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4832,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4832-cell-line-tm4832
TM4830,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4830,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4830-cell-line-tm4830
TM4825,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4825,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4825-cell-line-tm4825
TM4824,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4824,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4824-cell-line-tm4824
TM4822,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4822,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4822-cell-line-tm4822
TM4112,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4112,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4112-cell-line-tm4112
TM4821,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4821,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4821-cell-line-tm4821
TM4819,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4819,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4819-cell-line-tm4819
TM4820,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4820,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4820-cell-line-tm4820
TM4818,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4818,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4818-cell-line-tm4818
TM4817,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4817,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4817-cell-line-tm4817
